,Latitude,Longitude
0,24.938023,10.255838
1,24.938023,10.255838
2,24.938023,10.255838
3,24.938023,10.255838
4,24.938023,10.255838
5,24.938023,10.255838
6,24.938023,10.255838
7,24.938023,10.255838
8,24.938023,10.255838
9,24.938023,10.255838
10,24.938023,10.255838
11,24.938023,10.255838
12,24.938023,10.255838
13,24.938023,10.255838
14,24.938023,10.255838
15,24.938023,10.255838
16,24.938023,10.255838
17,24.938023,10.255838
18,24.938023,10.255838
19,24.938023,10.255838
20,24.938023,10.255838
21,24.938023,10.255838
22,24.938023,10.255838
23,24.938023,10.255838
24,24.938023,10.255838
25,24.938023,10.255838
26,24.938023,10.255838
27,24.938023,10.255838
28,24.938023,10.255838
29,24.938023,10.255838
30,24.938023,10.255838
31,24.938023,10.255838
32,24.938023,10.255838
33,24.938023,10.255838
34,24.938023,10.255838
35,24.938023,10.255838
36,24.938023,10.255838
37,24.938023,10.255838
38,24.938023,10.255838
39,24.938023,10.255838
40,24.938023,10.255838
41,24.938023,10.255838
42,24.938023,10.255838
43,24.938023,10.255838
44,24.938023,10.255838
45,24.938023,10.255838
46,24.938023,10.255838
47,24.938023,10.255838
48,24.938023,10.255838
49,24.938023,10.255838
50,24.938023,10.255838
51,24.938023,10.255838
52,24.938023,10.255838
53,24.938023,10.255838
54,24.938023,10.255838
55,24.938023,10.255838
56,24.938023,10.255838
57,13.619792,29.482656
58,13.619792,29.482656
59,13.619792,29.482656
60,13.619792,29.482656
61,13.619792,29.482656
62,13.619792,29.482656
63,13.619792,29.482656
64,13.619792,29.482656
65,13.619792,29.482656
66,13.619792,29.482656
67,13.619792,29.482656
68,13.619792,29.482656
69,13.619792,29.482656
70,13.619792,29.482656
71,13.619792,29.482656
72,13.619792,29.482656
73,13.619792,29.482656
74,13.619792,29.482656
75,13.619792,29.482656
76,13.619792,29.482656
77,13.619792,29.482656
78,13.619792,29.482656
79,13.619792,29.482656
80,13.619792,29.482656
81,13.619792,29.482656
82,13.619792,29.482656
83,13.619792,29.482656
84,13.619792,29.482656
85,13.619792,29.482656
86,13.619792,29.482656
87,13.619792,29.482656
88,13.619792,29.482656
89,13.619792,29.482656
90,13.619792,29.482656
91,13.619792,29.482656
92,13.619792,29.482656
93,13.619792,29.482656
94,13.619792,29.482656
95,13.619792,29.482656
96,13.619792,29.482656
97,13.619792,29.482656
98,13.619792,29.482656
99,13.619792,29.482656
100,13.619792,29.482656
101,13.619792,29.482656
102,13.619792,29.482656
103,13.619792,29.482656
104,13.619792,29.482656
105,13.619792,29.482656
106,13.619792,29.482656
107,13.619792,29.482656
108,13.619792,29.482656
109,13.619792,29.482656
110,13.619792,29.482656
111,13.619792,29.482656
112,13.619792,29.482656
113,13.619792,29.482656
114,13.619792,29.482656
115,13.619792,29.482656
116,13.619792,29.482656
117,13.619792,29.482656
118,13.619792,29.482656
119,13.619792,29.482656
120,13.619792,29.482656
121,13.619792,29.482656
122,13.619792,29.482656
123,13.619792,29.482656
124,13.619792,29.482656
125,13.619792,29.482656
126,13.619792,29.482656
127,13.619792,29.482656
128,13.619792,29.482656
129,13.619792,29.482656
130,13.619792,29.482656
131,13.619792,29.482656
132,13.619792,29.482656
133,13.619792,29.482656
134,13.619792,29.482656
135,13.619792,29.482656
136,13.619792,29.482656
137,13.619792,29.482656
138,13.619792,29.482656
139,13.619792,29.482656
140,13.619792,29.482656
141,13.619792,29.482656
142,13.619792,29.482656
143,13.619792,29.482656
144,13.619792,29.482656
145,13.619792,29.482656
146,13.619792,29.482656
147,13.619792,29.482656
148,13.619792,29.482656
149,13.619792,29.482656
150,13.619792,29.482656
151,13.619792,29.482656
152,13.619792,29.482656
153,13.619792,29.482656
154,13.619792,29.482656
155,13.619792,29.482656
156,13.619792,29.482656
157,13.619792,29.482656
158,13.619792,29.482656
159,13.619792,29.482656
160,13.619792,29.482656
161,13.619792,29.482656
162,13.619792,29.482656
163,13.619792,29.482656
164,13.619792,29.482656
165,13.619792,29.482656
166,13.619792,29.482656
167,13.619792,29.482656
168,13.619792,29.482656
169,13.619792,29.482656
170,13.619792,29.482656
171,13.619792,29.482656
172,13.619792,29.482656
173,13.619792,29.482656
174,13.619792,29.482656
175,13.619792,29.482656
176,13.619792,29.482656
177,13.619792,29.482656
178,13.619792,29.482656
179,13.619792,29.482656
180,13.619792,29.482656
181,13.619792,29.482656
182,13.619792,29.482656
183,13.619792,29.482656
184,13.619792,29.482656
185,13.619792,29.482656
186,13.619792,29.482656
187,13.619792,29.482656
188,13.619792,29.482656
189,13.619792,29.482656
190,13.619792,29.482656
191,13.619792,29.482656
192,13.619792,29.482656
193,13.619792,29.482656
194,13.619792,29.482656
195,13.619792,29.482656
196,13.619792,29.482656
197,13.619792,29.482656
198,13.619792,29.482656
199,13.619792,29.482656
200,13.619792,29.482656
201,13.619792,29.482656
202,13.619792,29.482656
203,13.619792,29.482656
204,13.619792,29.482656
205,13.619792,29.482656
206,13.619792,29.482656
207,13.619792,29.482656
208,13.619792,29.482656
209,13.619792,29.482656
210,13.619792,29.482656
211,13.619792,29.482656
212,13.619792,29.482656
213,13.619792,29.482656
214,13.619792,29.482656
215,13.619792,29.482656
216,13.619792,29.482656
217,13.619792,29.482656
218,13.619792,29.482656
219,13.619792,29.482656
220,13.619792,29.482656
221,13.619792,29.482656
222,13.619792,29.482656
223,13.619792,29.482656
224,13.619792,29.482656
225,13.619792,29.482656
226,13.619792,29.482656
227,13.619792,29.482656
228,13.619792,29.482656
229,13.619792,29.482656
230,13.619792,29.482656
231,13.619792,29.482656
232,13.619792,29.482656
233,13.619792,29.482656
234,13.619792,29.482656
235,13.619792,29.482656
236,13.619792,29.482656
237,13.619792,29.482656
238,13.619792,29.482656
239,13.619792,29.482656
240,13.619792,29.482656
241,13.619792,29.482656
242,13.619792,29.482656
243,13.619792,29.482656
244,13.619792,29.482656
245,13.619792,29.482656
246,13.619792,29.482656
247,13.619792,29.482656
248,13.619792,29.482656
249,13.619792,29.482656
250,13.619792,29.482656
251,13.619792,29.482656
252,13.619792,29.482656
253,13.619792,29.482656
254,13.619792,29.482656
255,13.619792,29.482656
256,13.619792,29.482656
257,13.619792,29.482656
258,13.619792,29.482656
259,13.619792,29.482656
260,13.619792,29.482656
261,13.619792,29.482656
262,13.619792,29.482656
263,13.619792,29.482656
264,13.619792,29.482656
265,13.619792,29.482656
266,13.619792,29.482656
267,13.619792,29.482656
268,13.619792,29.482656
269,13.619792,29.482656
270,13.619792,29.482656
271,13.619792,29.482656
272,13.619792,29.482656
273,13.619792,29.482656
274,13.619792,29.482656
275,13.619792,29.482656
276,13.619792,29.482656
277,13.619792,29.482656
278,13.619792,29.482656
279,13.619792,29.482656
280,13.619792,29.482656
281,13.619792,29.482656
282,13.619792,29.482656
283,13.619792,29.482656
284,13.619792,29.482656
285,13.619792,29.482656
286,13.619792,29.482656
287,13.619792,29.482656
288,13.619792,29.482656
289,13.619792,29.482656
290,13.619792,29.482656
291,13.619792,29.482656
292,13.619792,29.482656
293,13.619792,29.482656
294,13.619792,29.482656
295,13.619792,29.482656
296,13.619792,29.482656
297,13.619792,29.482656
298,13.619792,29.482656
299,13.619792,29.482656
300,13.619792,29.482656
301,13.619792,29.482656
302,13.619792,29.482656
303,13.619792,29.482656
304,13.619792,29.482656
305,13.619792,29.482656
306,13.619792,29.482656
