,name,latitude,longitude,count
1325,Tehit,-1.5,132.0,3
1326,Tuyuca,0.5,-70.08333333,6
1327,Arabic (Borno Nigerian),8.583333332999999,12.41666667,1
1328,Aari,6.0,36.58333333,7
1329,Amanab,-3.583333333,141.25,7
1330,Bhojpuri,26.0,84.0,11
1331,Binandere,-8.25,148.0,4
1332,Biri,-20.5,146.5,12
1333,Cashibo,-8.5,-75.5,4
1334,Chechen,43.25,45.83333333,12
1335,Chipaya,-18.75,-67.83333333,7
1336,Damana,11.0,-73.5,4
1337,Desano,0.833333333,-69.83333333,5
1338,Galo,28.16666667,94.66666667,4
1339,Gondi,19.0,81.0,7
1340,Ifumu,-3.666666667,15.33333333,17
1341,Innamincka,-27.75,140.75,8
1342,Kaian,-4.083333333,144.75,1
1343,Khinalug,41.16666667,48.08333333,2
1344,Korana,-29.5,20.5,10
1345,Kwomtari,-3.5,141.5,5
1346,Lamani,17.0,77.0,7
1347,Matis,-4.416666667,-70.25,5
1348,Mayogo,3.0,29.0,15
1349,Mbodomo,4.5,15.5,16
1350,Mochica,-7.5,-79.33333333,2
1351,Momu,-3.0,141.58333330000002,2
1352,Munzombo,3.0,18.41666667,4
1353,Nai,-3.7166666669999997,141.2666667,5
1354,Namia,-3.833333333,141.75,9
1355,Nanerge,11.75,-5.0,5
1356,Ndumu,-1.6666666669999999,13.58333333,14
1357,Ngoni,-11.0,36.0,18
1358,Nkem,6.583333333,8.583333332999999,14
1359,Nyamwezi,-5.0,33.0,8
1360,Puquina,-16.5,-68.5,1
1361,Purki,34.66666667,76.0,5
1362,Qafar,12.0,42.0,6
1363,Rao,-4.75,144.5,5
1364,Shompen,7.0,93.75,3
1365,Tarahumara (Western),27.5,-108.0,10
1366,Tennet,4.416666667,32.5,18
1367,Tetela,-4.0,24.0,17
1368,Tsez,42.25,45.75,6
1369,Tshangla,27.83333333,92.16666667,6
1370,Udi,41.0,48.0,6
1371,Wakhi,36.5,72.0,11
1372,Wirangu,-32.0,134.0,2
1373,Womo,-2.916666667,141.83333330000002,6
1374,Yahgan,-55.0,-68.0,4
1375,Yokuts (Yaudanchi),36.08333333,-119.08333329999999,11
1376,Ömie,-9.05,148.08333330000002,9
1377,Anêm,-5.583333333,149.08333330000002,16
1378,Berik,-2.25,138.83333330000002,7
1379,Boazi,-7.0,141.33333330000002,4
1380,Kanum (Ngkâlmpw),-8.666666667000001,140.91666669999998,3
1381,Kolana,-8.25,125.11666670000001,3
1382,Konua,-5.833333333,154.83333330000002,2
1383,Luganda,0.5,32.16666667,20
1384,Malto,25.0,87.33333333,6
1385,Motuna,-6.6166666670000005,155.41666669999998,9
1386,Nakkara,-12.11666667,134.41666669999998,7
1387,Telefol,-5.0,141.75,9
1388,Yali,-4.0,139.33333330000002,3
1389,Kui (in India),20.0,83.5,6
1390,Pawnee,41.0,-98.66666667,4
1391,Tanglapui,-8.283333333,125.08333329999999,1
1392,/Xam,-31.0,21.0,14
1393,Camling,27.0,86.66666667,5
1394,Seediq,24.16666667,121.41666670000001,16
1395,Alagwa,-5.5,35.75,3
1396,Ma'anyan,-2.0,115.0,11
1397,Neo-Aramaic (Arbel Jewish),36.3833,44.0,15
1398,Vata,5.833333333,-5.416666667,1
1399,Aghu,-6.166666667,140.16666669999998,3
1400,Blackfoot,50.0,-112.66666670000001,9
1401,Gidabal,-28.41666667,152.41666669999998,1
1402,Jabêm,-6.583333333,147.7833333,19
1403,Michif,52.0,-100.16666670000001,1
1404,Mutsun,36.83333333,-121.5,22
1405,Parji (Dravidian),19.5,82.5,2
1406,Romani (Kalderash),45.0,21.0,5
1407,Serrano,34.5,-117.0,1
1408,Tok Pisin,-9.5,147.16666669999998,9
1409,Waropen,-2.333333333,136.58333330000002,3
1410,Buma,-11.63333333,166.83333330000002,18
1411,Chichewa,-14.0,34.0,26
1412,Coahuilteco,28.0,-100.0,3
1413,Dullay (Gollango),5.5,37.25,1
1414,Gapapaiwa,-9.75,149.83333330000002,12
1415,Gola,7.25,-10.83333333,3
1416,Gunbalang,-12.0,134.0,15
1417,Karen (Pwo),13.0,99.16666667,18
1418,Laz,41.5,41.5,2
1419,Mohawk,43.5,-74.25,5
1420,Monumbo,-4.25,145.0,5
1421,Nahuatl (Mecayapan Isthmus),18.25,-94.83333333,1
1422,Popoloca (Metzontla),18.16666667,-97.5,4
1423,Sudest,-11.5,153.45,17
1424,Taiof,-5.533333333,154.6333333,23
1425,Tibetan (Shigatse),29.0,89.0,4
1426,Tobelo,1.5,128.5,6
1427,Vafsi,34.66666667,49.91666667,6
1428,Zapotec (Quiegolani),16.16666667,-96.08333333,2
1429,Baluchi,28.0,62.0,3
1430,Bongu,-5.5,145.91666669999998,5
1431,Buli (in Indonesia),1.0,128.5,4
1432,Cheyenne,47.0,-95.0,1
1433,Chinantec (Palantla),18.83333333,-96.75,17
1434,Cocama,-5.0,-74.5,17
1435,Didinga,4.5,33.5,18
1436,Gugada,-30.0,134.0,8
1437,Inuktitut (Salluit),62.0,-76.0,1
1438,Isekiri,5.666666667,5.5,3
1439,Kriol (Fitzroy Crossing),-18.16666667,125.58333329999999,2
1440,Montagnais,52.0,-65.0,2
1441,Ono,-6.166666667,147.58333330000002,7
1442,Palaung,22.66666667,96.66666667,29
1443,Tangga,-3.4666666669999997,153.2,2
1444,Tucano,0.5,-69.16666667,6
1445,Cebuano,10.0,124.0,15
1446,Garífuna,15.66666667,-88.0,22
1447,Ngambay,8.666666667000001,16.0,22
1448,Rendille,2.0,37.5,2
1449,Tem,8.666666667000001,0.5,2
1450,Arabic (Tunisian),36.75,10.25,3
1451,Avokaya,4.666666667,30.0,4
1452,Hawaiian Creole,21.5,-158.0,1
1453,Tenyer,10.66666667,-4.5,12
1454,Worora,-15.66666667,124.66666670000001,5
1455,Mwera,-9.0,39.0,13
1456,Efate (South),-17.75,168.41666669999998,19
1457,Mamvu,3.25,29.0,13
1458,Matngele,-13.83333333,130.4166667,8
1459,Mbara,11.0,15.41666667,17
1460,Mpur,-0.75,133.25,18
1461,Nuer,8.333333332999999,32.0,15
1462,Pungupungu,-13.5,130.4166667,9
1463,Riantana,-7.5,138.5,2
1464,Arabic (Palestinian),32.0,35.25,1
1465,Araki,-15.66666667,166.91666669999998,2
1466,Bhumij,21.33333333,86.5,3
1467,Futuna (East),-14.33333333,-178.16666669999998,5
1468,Gbaya (Northwest),6.0,15.0,2
1469,Jarawa (in Nigeria),9.5,10.5,18
1470,Kadiwéu,-20.0,-57.0,10
1471,Mundurukú,-7.0,-58.0,2
1472,Sapuan,15.16666667,106.83333329999999,27
1473,Skou,-2.666666667,140.91666669999998,7
1474,Svan,43.0,42.5,1
1475,Vagla,9.416666667000001,-2.416666667,2
1476,Wallisian,-13.3,-176.2,2
1477,Yakoma,4.416666667,18.41666667,2
1478,Agarabi,-6.166666667,146.0,3
1479,Aguacatec,15.41666667,-91.33333333,1
1480,Bafut,6.25,9.916666667000001,11
1481,Cashinahua,-10.5,-71.83333333,7
1482,Chiriguano,-23.66666667,-64.33333333,2
1483,Embera Chami,5.0,-76.0,1
1484,Emberá (Northern),6.833333333,-77.16666667,9
1485,Gimira,7.0,35.75,5
1486,Gojri,32.75,76.25,1
1487,Huitoto (Minica),-0.333333333,-74.0,6
1488,Kuvi,18.75,82.66666667,8
1489,Kwamera,-19.58333333,169.41666669999998,1
1490,Mandan,46.5,-102.5,4
1491,Mbay,8.25,17.5,22
1492,Naga (Mao),25.5,94.33333333,8
1493,Nateni,10.5,1.166666667,1
1494,Ngbaka (Ma'bo),3.56,18.36,11
1495,Nubi,0.666666667,32.08333333,1
1496,Nuni (Northern),12.16666667,-3.0,1
1497,Nyawaygi,-19.0,146.16666669999998,4
1498,Otomí (Ixtenco),19.08333333,-97.91666667,4
1499,Paita,-22.08333333,166.5,3
1500,Pima Bajo,29.0,-111.0,12
1501,Romani (Ajia Varvara),38.0,23.58333333,2
1502,Shilluk,9.666666667000001,31.75,26
1503,Sorbian (Upper),51.83333333,14.5,4
1504,Susu,10.0,-13.0,4
1505,Thakali,29.0,83.75,7
1506,Waunana,4.0,-77.0,4
1507,Ayoreo,-20.25,-59.25,4
1508,Bemba,-10.0,28.25,5
1509,Chaldean (Modern),36.0,43.0,7
1510,Chortí,14.83333333,-89.25,1
1511,Faroese,62.0,-7.0,3
1512,Kagoma,9.25,8.166666667000001,1
1513,Karata,42.58333333,46.33333333,1
1514,Kasem,11.25,-1.25,9
1515,Ladino,40.0,33.0,1
1516,Maale,6.0,36.91666667,8
1517,Mankanya,12.08333333,-15.91666667,1
1518,Mopan,16.58333333,-88.66666667,2
1519,Slovene,46.0,15.0,24
1520,Sotho (Northern),-24.0,29.0,13
1521,Sungor,13.75,21.5,3
1522,Tsafiki,-1.0,-79.33333333,4
1523,Akwa,10.08333333,6.333333333,1
1524,Cakchiquel,14.5,-91.0,11
1525,Dabida,-4.0,38.66666667,1
1526,Herero,-20.58333333,19.0,1
1527,Idoma,6.916666667,7.5,4
1528,Kati (in Afghanistan),35.5,70.0,1
1529,Kazakh,50.0,70.0,3
1530,Kete,-7.0,22.83333333,12
1531,Kurmanji,38.0,42.0,2
1532,Lingala,2.0,18.5,20
1533,Lozi,-17.83333333,26.0,3
1534,Mongo,0.0,21.0,13
1535,Shona,-18.0,31.0,21
1536,Tamil (Spoken),11.0,78.0,1
1537,Tatar (Mishar),55.5,49.0,1
1538,Toratán,1.083333333,124.83333329999999,1
1539,Votic,59.5,30.0,1
1540,Zapotec (Yatzachi),17.2,-96.2,10
1541,Naga (Tangkhul),25.0,94.5,9
1542,Aguaruna,-5.0,-78.0,2
1543,Benabena,-6.166666667,145.5,2
1544,Berber (Ayt Seghrouchen Middle Atlas),33.33333333,-4.666666667,6
1545,Budukh,41.16666667,48.41666667,2
1546,Chemehuevi,34.33333333,-115.16666670000001,12
1547,Chichimeca-Jonaz,21.66666667,-100.5,5
1548,Chorote,-22.5,-62.5,8
1549,Fore,-6.75,145.5,5
1550,Machiguenga,-12.0,-72.66666667,9
1551,Mixtec (Ayutla),16.91666667,-99.16666667,2
1552,Mixtec (Coatzospan),18.08333333,-96.58333333,2
1553,Munsee,41.5,-74.66666667,2
1554,Nahuatl (Huasteca),22.0,-99.0,18
1555,Nahuatl (Milpa Alta),19.25,-99.16666667,2
1556,Pemon,5.333333333,-62.0,2
1557,Sayula Popoluca,17.83333333,-95.0,2
1558,Tasmanian,-42.16666667,146.5,3
1559,Tewa (Rio Grande),36.25,-106.16666670000001,2
1560,Tiwa (Southern),35.0,-106.33333329999999,2
1561,Toqabaqita,-8.416666667000001,160.58333330000002,2
1562,Tunebo,6.75,-72.25,3
1563,Wayana,3.25,-54.16666667,2
1564,Yaygir,-29.66666667,153.0,2
1565,!Xun (Ekoka),-19.66666667,18.0,1
1566,Oromo (Boraana),4.5,38.5,3
1567,Slovak,49.0,20.0,3
1568,=|Hoan,-25.5,25.0,22
1569,Aja,7.333333333,25.66666667,9
1570,Amara,-5.666666667,148.5,9
1571,Anyi,7.0,-3.5,6
1572,Arabic (Iraqi),33.0,44.0,19
1573,Arabic (Kuwaiti),29.5,47.5,24
1574,Arapesh (Abu),-3.45,142.95,12
1575,Aribwatsa,-6.716666667,147.0,3
1576,Ayiwo,-10.33333333,166.25,14
1577,Babole,1.083333333,17.25,16
1578,Baga Sitemu,10.5,-14.5,4
1579,Bakueri,4.25,9.25,15
1580,Banggi,7.25,117.16666670000001,3
1581,Bankon,4.416666667,9.583333332999999,9
1582,Basaá,3.916666667,10.5,13
1583,Baule,7.0,-5.0,10
1584,Bera,1.5,30.03,6
1585,Bidiya,11.91666667,18.75,14
1586,Bini,6.416666667,5.833333333,24
1587,Bobangi,-1.333333333,17.33333333,14
1588,Bolia,-1.25,18.33333333,10
1589,Bubi,3.5,8.666666667000001,5
1590,Buli (in Ghana),10.5,-1.25,7
1591,Bushoong,-4.5,21.5,18
1592,Chaga,-3.0,37.0,12
1593,Cua,15.25,108.5,4
1594,Cuica,9.0,-70.5,6
1595,Doko,3.0,23.08333333,6
1596,Duala,4.0,9.416666667000001,20
1597,Duma,-0.95,13.0,10
1598,Ekoti,-16.5,39.5,6
1599,Emai,7.083333333,5.916666667,6
1600,Enggano,-5.416666667,102.25,19
1601,Gungbe,6.5,2.5,7
1602,Gworok,9.916666667000001,8.166666667000001,10
1603,Haya,-2.0,31.5,17
1604,Hehe,-8.0,36.0,13
1605,Hemba,-6.25,27.16666667,8
1606,Hlai (Baoding),19.0,109.5,20
1607,Holoholo,-5.166666667,29.91666667,13
1608,Hunde,-1.166666667,28.83333333,17
1609,Ifira-Mele,-17.75,168.25,12
1610,Igede,7.0,8.166666667000001,13
1611,Iwaidja,-11.5,132.6666667,7
1612,Iwoyo,-5.5,12.25,13
1613,Kabiyé,9.666666667000001,1.166666667,15
1614,Kasong,12.75,102.1166667,20
1615,Kaulong,-6.166666667,149.66666669999998,17
1616,Khün,21.0,100.0,13
1617,Kiluba,-8.0,26.0,14
1618,Kinga,-9.0,34.0,13
1619,Kwangali,-18.0,19.5,21
1620,Labu,-6.75,146.91666669999998,15
1621,Lagwan,11.5,14.83333333,14
1622,Langi,-4.5,36.0,14
1623,Lebeo,1.75,25.0,13
1624,Lega,-2.833333333,27.16666667,12
1625,Leti,-8.2,127.66666670000001,16
1626,Londo,5.0,9.166666667000001,16
1627,Lucazi,-14.0,20.0,10
1628,Lunda,-10.66666667,24.0,18
1629,Ma,3.5,28.0,7
1630,Makaa,3.416666667,12.25,9
1631,Makonde,-11.0,40.0,11
1632,Makua,-15.0,38.66666667,13
1633,Mankon,6.0,10.16666667,4
1634,Masa,10.5,15.5,20
1635,Mbalanhu,-17.5,15.0,14
1636,Mbere,-0.5,14.0,12
1637,Mbosi,-1.25,15.5,8
1638,Me'en,5.0,37.0,14
1639,Mungaka,5.916666667,10.0,11
1640,Mursi,5.583333333,36.08333333,14
1641,Musom,-6.583333333,147.0,13
1642,Nahuatl (Michoacán),18.5,-103.0,22
1643,Ncàm,9.333333332999999,0.666666667,23
1644,Nehan,-4.5,154.2,25
1645,Nengone,-21.5,168.0,16
1646,Ngawun,-19.0,141.5,10
1647,Ngbaka (Minagende),3.5,20.0,9
1648,Ngbandi,3.75,22.0,12
1649,Ngombe,3.0,23.0,3
1650,Nguna,-16.91666667,168.5,21
1651,Nsenga,-14.5,30.83333333,12
1652,Ntomba,-2.0,18.33333333,10
1653,Nyanga,-1.25,28.16666667,6
1654,Ocuilteco,18.91666667,-99.66666667,14
1655,One,-3.25,141.91666669999998,9
1656,Otoro,11.16666667,30.5,11
1657,Pangwa,-10.0,34.75,12
1658,Pare,-4.0,36.5,17
1659,Pogoro,-8.75,36.5,7
1660,Rimi,-5.0,34.66666667,8
1661,Romansch (Sursilvan),46.66666667,8.833333332999999,13
1662,Ronga,-26.0,32.5,9
1663,Runyoro-Rutooro,1.5,31.33333333,10
1664,Sakao,-15.16666667,167.08333330000002,19
1665,Sangu,-1.5,11.83333333,16
1666,Sardinian,40.0,9.0,22
1667,Sengele,-1.8333333330000001,17.33333333,8
1668,Shambala,-4.25,38.25,10
1669,Sisaala,10.83333333,-2.666666667,14
1670,Sougb,-1.5,134.0,16
1671,Suku,-6.0,17.66666667,6
1672,Sukuma,-2.833333333,32.0,6
1673,Tabwa,-8.0,29.5,14
1674,Talinga,0.41666666700000005,29.66666667,10
1675,Tamabo,-15.66666667,167.16666669999998,21
1676,Tangale,9.75,11.33333333,6
1677,Tirmaga,5.75,35.25,9
1678,Tiv,7.5,9.0,12
1679,Tonga (in Zambia),-17.0,27.0,17
1680,Tuki,4.583333333,11.5,9
1681,Tumleo,-3.083333333,142.41666669999998,5
1682,Tupuri,10.16666667,14.75,11
1683,Venda,-22.0,30.0,11
1684,Waama,10.58333333,1.6666666669999999,7
1685,Yao (in Malawi),-14.5,35.5,10
1686,Zaparo,-2.0,-76.33333333,6
1687,Abau,-4.0,141.25,3
1688,Achang,25.0,98.5,5
1689,Adyghe (Abzakh),45.23333333,40.58333333,5
1690,Adynyamathanha,-30.5,139.5,2
1691,Aekyom,-5.75,141.41666669999998,4
1692,Ala'ala,-8.916666667000001,146.75,12
1693,Ambulas,-3.833333333,143.0,5
1694,Amdo (Themchen),38.0,98.0,3
1695,Anamuxra,-4.666666667,145.0,6
1696,Anong,27.33333333,98.75,5
1697,Apache (Western),33.75,-110.0,6
1698,Arbore,5.0,36.75,5
1699,Armenian (Western),38.5,43.5,8
1700,Atacameño,-23.0,-69.0,2
1701,Awa,-6.666666667,145.75,7
1702,Awyi,-2.916666667,140.58333330000002,2
1703,Ayomán,11.0,-69.0,5
1704,Azari (Iranian),37.5,47.0,3
1705,Baham,-3.166666667,132.6666667,3
1706,Balti,35.0,76.0,3
1707,Bangime,14.91666667,-3.833333333,2
1708,Baragaunle,28.83333333,83.83333333,4
1709,Baruya,-6.916666667,145.91666669999998,3
1710,Betoi,7.166666667,-71.25,2
1711,Betta Kurumba,11.5,76.75,1
1712,Bisu,19.75,100.0,6
1713,Bokar,28.5,94.66666667,2
1714,Bularnu,-21.0,138.0,7
1715,Bunuba,-17.75,125.75,1
1716,Busa,9.666666667000001,4.0,8
1717,Catawba,35.5,-80.5,2
1718,Chai,5.333333333,35.33333333,9
1719,Chambri,-4.166666667,143.08333330000002,4
1720,Chang,26.33333333,94.75,6
1721,Chaudangsi,30.0,80.25,6
1722,Cholón,-8.0,-77.5,3
1723,Cuiba,6.5,-70.0,4
1724,Cupeño,33.16666667,-116.5,8
1725,Dadjriwalé,5.25,-5.666666667,5
1726,Deuri,26.0,90.25,2
1727,Dhaasanac,4.666666667,36.33333333,7
1728,Dharumbal,-22.75,150.5,3
1729,Dimasa,25.5,93.0,4
1730,Dla (Menggwa),-3.55,141.0333333,2
1731,Domaaki,36.16666667,74.0,9
1732,Dongo,3.0,30.0,7
1733,Dumi,27.25,86.66666667,5
1734,Dâw,-0.25,-67.08333333,3
1735,Edolo,-6.166666667,142.66666669999998,3
1736,Emmi,-13.5,130.0,2
1737,Eudeve,29.16666667,-109.66666670000001,8
1738,Foe,-6.5,143.5,4
1739,Gahuku,-6.0,145.41666669999998,2
1740,Gamo,6.666666667,37.25,2
1741,Gogodala,-8.083333332999999,142.83333330000002,1
1742,Guhu-Samane,-8.0,147.33333330000002,7
1743,Gureng Gureng,-25.25,151.0,9
1744,Gyarong (Cogtse),31.5,102.0,5
1745,Hanga Hundi,-3.833333333,142.91666669999998,1
1746,Hani,23.0,103.0,6
1747,Hidatsa,47.0,-102.5,6
1748,Iatmul,-4.25,143.25,1
1749,Idu,29.33333333,95.83333333,3
1750,Iduna,-9.333333332999999,150.25,9
1751,Iha,-2.916666667,132.25,1
1752,Inanwatan,-2.083333333,132.0833333,8
1753,Isirawa,-1.8333333330000001,138.5,1
1754,Jabutí,-12.25,-62.25,2
1755,Jad,30.83333333,79.0,2
1756,Jarawa (in Andamans),12.0,92.58333333,2
1757,Jarawara,-7.5,-65.5,1
1758,Johari,30.66666667,80.0,6
1759,Kachari,26.5,91.0,3
1760,Kaki Ae,-8.0,145.83333330000002,7
1761,Kaluli,-6.5,142.75,3
1762,Kamass,52.0,92.0,5
1763,Kambot,-4.25,144.1333333,3
1764,Kamoro,-4.333333333,136.0,2
1765,Kamu,-13.58333333,130.8333333,8
1766,Kanashi,32.08333333,77.25,5
1767,Kanembu,14.0,15.0,2
1768,Kanoê,-13.25,-61.0,6
1769,Kanum (Bädi),-8.833333332999999,140.75,6
1770,Karajá,-10.0,-50.33333333,4
1771,Karakalpak,43.0,60.0,6
1772,Karkar-Yuri,-3.75,141.08333330000002,3
1773,"Kati (in West Papua, Indonesia)",-5.75,140.91666669999998,2
1774,Kayabí,-11.0,-55.5,5
1775,Kayapó,-9.0,-52.0,4
1776,Keresan (Santa Ana),35.41666667,-106.66666670000001,6
1777,Kham (Dege),31.83333333,98.58333333,5
1778,Kham (Tibetan) (Nangchen),32.5,96.5,7
1779,Khowar,36.0,72.0,1
1780,Kiliwa,31.33333333,-115.66666670000001,6
1781,Kinnauri,31.5,78.0,8
1782,Kire,-4.25,144.75,3
1783,Koiali (Mountain),-9.0,147.5,6
1784,Koita,-9.333333332999999,147.08333330000002,9
1785,Konkow,39.5,-121.5,2
1786,Koyukon,65.0,-155.0,2
1787,Krenak,-15.5,-41.0,4
1788,Kryz,41.08333333,48.0,2
1789,Kuikúro,-12.41666667,-53.08333333,1
1790,Kulung,27.5,87.0,2
1791,Kumauni,30.0,80.0,8
1792,Kusunda,28.0,84.66666667,2
1793,Kuuku Ya'u,-12.58333333,143.08333330000002,4
1794,Kxoe,-17.5,22.5,7
1795,Kyirong,28.41666667,85.33333333,5
1796,Leko,-15.0,-67.91666667,3
1797,Lese,2.0,29.0,5
1798,Lhomi,27.66666667,87.41666667,5
1799,Magahi,23.5,85.5,1
1800,Magar,28.0,83.0,6
1801,Magi,-10.33333333,149.33333330000002,6
1802,Mairasi,-3.5,134.0,2
1803,Maklew,-7.666666667,139.41666669999998,5
1804,Manange,28.58333333,84.0,3
1805,Mandinka (Gambian),13.41666667,-16.0,8
1806,Manem,-3.0,140.83333330000002,1
1807,Mango,8.75,17.0,6
1808,Marchha,30.25,79.58333333,2
1809,Maringarr,-14.25,130.0,6
1810,Matsés,-5.416666667,-73.25,3
1811,Mekeo,-8.333333332999999,146.5,6
1812,Menya,-7.25,146.0,6
1813,Meryam Mir,-9.916666667000001,144.08333330000002,8
1814,Miisiirii,13.5,22.0,3
1815,Miju,29.0,96.0,2
1816,Milang,28.5,95.25,1
1817,Minaveha,-9.6,150.4666667,2
1818,Mombum,-8.25,138.75,3
1819,Momuna,-4.833333333,139.25,1
1820,Mongol (Khamnigan),49.0,117.0,4
1821,Moni,-3.666666667,137.0,5
1822,Mono (in United States),38.0,-119.0,11
1823,Moraori,-8.583333332999999,140.66666669999998,7
1824,Muisca,5.0,-74.0,3
1825,Nagatman,-3.75,141.5,6
1826,Natchez,31.75,-91.33333333,8
1827,Nend,-5.0,144.91666669999998,4
1828,Ngadjumaja,-32.33333333,123.83333329999999,6
1829,Ngalkbun,-13.5,134.83333330000002,4
1830,Nisenan,39.0,-121.0,3
1831,Nocte,27.0,95.5,4
1832,Noghay,44.0,46.0,2
1833,Nuosu,28.0,103.0,7
1834,Nusu,26.75,99.0,3
1835,Oirat,37.5,93.0,5
1836,Omaha,42.0,-97.25,5
1837,Ordos,39.0,109.0,2
1838,Oromo (Waata),-3.333333333,39.83333333,9
1839,Orya,-2.75,139.83333330000002,3
1840,Owininga,-4.5,141.75,2
1841,Patwin,39.0,-122.33333329999999,2
1842,Pisa,-5.166666667,139.16666669999998,5
1843,Pomo (Northern),39.33333333,-123.5,2
1844,Prasuni,35.5,71.0,5
1845,Ralte,23.75,92.75,2
1846,Rang Pas,30.33333333,79.33333333,6
1847,Rawa,-5.833333333,146.0,7
1848,Rikbaktsa,-11.83333333,-57.5,5
1849,Samo,-6.166666667,142.25,1
1850,Santa,31.5,107.5,6
1851,Sare,-4.5,143.16666669999998,5
1852,Savi,35.0,71.5,2
1853,Seme,11.0,-4.916666667,4
1854,Seminole,33.0,-84.0,3
1855,Sharanahua,-11.0,-70.0,4
1856,Shekhawati,28.0,75.5,6
1857,Sherpa,27.75,86.83333333,7
1858,Shina,36.0,74.0,8
1859,Shuri,26.5,127.5,2
1860,Siane,-6.083333333,145.2,3
1861,Sidaama,6.666666667,38.5,8
1862,Sikaritai,-2.916666667,138.25,3
1863,Sinaugoro,-9.833333332999999,147.83333330000002,14
1864,Soddo,8.5,38.5,3
1865,Sorbian,51.5,14.0,5
1866,Suki,-8.0,141.75,2
1867,Tabare,-6.083333333,145.0,3
1868,Tairora,-6.5,146.0,5
1869,Tapieté,-19.75,-61.66666667,6
1870,Tarahumara (Central),27.5,-107.5,8
1871,Tarao,24.25,94.16666667,7
1872,Thangmi,27.75,86.0,4
1873,Thulung,27.41666667,86.5,5
1874,Tibetan (Dingri),28.5,86.5,2
1875,Tibetan (Drokpa),32.25,81.25,5
1876,Tobati,-2.583333333,140.66666669999998,10
1877,Torwali,34.25,72.0,3
1878,Tutsa,27.5,96.5,4
1879,Tyeraity,-13.0,130.3333333,3
1880,Ubykh,43.66666667,39.66666667,5
1881,Uru,-16.75,-69.0,6
1882,Usarufa,-6.416666667,145.58333330000002,4
1883,Wagiman,-14.0,131.25,7
1884,Wan,7.833333333,-5.8666666670000005,3
1885,Wangkumara,-27.33333333,143.0,1
1886,Warluwara,-22.0,138.5,5
1887,Watam,-3.916666667,144.5,3
1888,Wayampi,1.0,-52.0,4
1889,Wedau,-10.16666667,150.16666669999998,7
1890,Wik Ngathana,-13.91666667,141.5,5
1891,Xerénte,-10.0,-48.16666667,2
1892,Yale (Kosarek),-4.083333333,139.5,4
1893,Yaminahua,-8.0,-73.0,3
1894,Yamphu,27.58333333,87.33333333,3
1895,Yaqay,-6.583333333,139.25,3
1896,Yei,-7.916666667,140.91666669999998,6
1897,Yelmek,-7.666666667,139.16666669999998,5
1898,Zazaki,39.0,41.0,9
1899,Zimakani,-7.433333332999999,141.43333330000002,1
1900,rGyalrong (Caodeng),31.66666667,101.75,4
1901,Émérillon,3.166666667,-52.41666667,7
1902,Alsea,44.66666667,-123.91666670000001,9
1903,Anindilyakwa,-14.0,136.5,5
1904,Arabic (Modern Standard),25.0,42.0,15
1905,Balangao,17.16666667,121.16666670000001,1
1906,Barambu,3.5,27.0,9
1907,Bena-Lulua,-6.0,21.0,5
1908,Berber (Chaouia),35.0,7.0,15
1909,Binga,8.0,25.0,2
1910,Bontok,17.08333333,120.91666670000001,16
1911,Chiquitano,-17.5,-60.0,5
1912,Chuj,15.91666667,-91.58333333,12
1913,Cree (Swampy),56.0,-90.0,10
1914,Domari,32.0,35.0,10
1915,Esmeraldeño,0.333333333,-79.83333333,4
1916,Ga'anda,10.33333333,12.58333333,10
1917,Guajajara,-5.0,-46.0,11
1918,Guató,-17.0,-58.0,6
1919,Gula Iro,10.25,19.41666667,5
1920,Heiltsuk,52.0,-127.5,15
1921,Ifugao (Batad),16.83333333,121.08333329999999,15
1922,Ixil,15.5,-91.0,4
1923,Kabyle,36.5,5.0,13
1924,Kagulu,-6.333333333,37.0,11
1925,Koreguaje,1.0,-75.5,6
1926,Kyuquot,50.16666667,-127.16666670000001,13
1927,Madimadi,-34.5,143.5,7
1928,Mbole,-0.666666667,24.66666667,6
1929,Mpongwe,-1.25,9.5,8
1930,Musqueam,49.16666667,-123.0,11
1931,Nadroga,-18.08333333,177.41666669999998,13
1932,Pokot,1.5,35.5,14
1933,Tamashek,20.0,-2.0,17
1934,Tatana',5.5,115.5,10
1935,Taushiro,-3.25,-75.5,1
1936,Teso,1.8333333330000001,33.83333333,20
1937,Tuareg (Air),19.0,9.0,8
1938,Warrnambool,-38.25,142.5,6
1939,Wathawurrung,-38.0,144.0,4
1940,Welsh (Colloquial),52.75,-3.5833,2
1941,Wyandot,44.33333333,-77.5,5
1942,Zapotec (Mitla),16.8,-96.25,12
1943,Zoque (Ostuacan),17.41666667,-93.3,7
1944,Benga,1.166666667,9.416666667000001,2
1945,Berber (Mzab),32.5,3.5,5
1946,Berber (Siwa),29.16666667,25.5,3
1947,Ding,-4.333333333,19.5,3
1948,Hawrami,35.75,45.5,5
1949,Kami,-6.75,38.0,4
1950,Kanyok,-7.333333333,23.58333333,6
1951,Katu,15.83333333,107.58333329999999,5
1952,Lamba,-13.0,28.0,6
1953,Luwo,8.0,28.0,7
1954,Mambai,9.666666667000001,14.0,3
1955,Massachusett,42.5,-71.0,2
1956,Mazatec (Huautla),18.25,-96.83333333,3
1957,Migama,12.16666667,19.83333333,2
1958,Mixtec (Atatlahuca),17.0,-97.75,3
1959,Mokilko,11.91666667,18.08333333,1
