,name,latitude,longitude,count
677,Chinook (Upper),45.62,-121.16,5
678,Chontal (Highland),16.25,-95.75,7
679,Hatam,-1.0,134.0,35
680,Iau,-3.166666667,137.5,14
681,Totonac (Misantla),19.91666667,-96.91666667,14
682,Warembori,-1.6666666669999999,137.58333330000002,15
683,Barasano,-0.166666667,-70.66666667,30
684,Belhare,26.96666667,87.3,14
685,Digaro,28.41666667,96.0,8
686,Nahali,19.75,77.83333333,13
687,Nubian (Dongolese),18.25,30.75,25
688,Wembawemba,-35.33333333,144.0,13
689,Bauzi,-2.5,137.5,7
690,Buru,-3.5,126.5,16
691,Gününa Küne,-41.0,-67.0,14
692,Kombai,-5.583333333,140.0,15
693,Lamaholot,-8.25,122.91666670000001,20
694,Miskito,14.0,-83.66666667,16
695,Nicobarese (Car),9.0,93.0,34
696,Orig,12.16666667,30.83333333,13
697,Salt-Yui,-6.283333333,145.0333333,14
698,Chayahuita,-5.5,-77.0,3
699,Gumuz,12.5,35.83333333,18
700,Kirikiri,-3.0,137.16666669999998,1
701,Timucua,30.25,-82.5,7
702,Abun,-0.5,132.5,35
703,Acehnese,5.5,95.5,40
704,Adang,-8.2,124.0,9
705,Akha,21.83333333,99.83333333,16
706,Ambae (Lolovoli Northeast),-15.41666667,167.8833333,22
707,Angami,25.66666667,94.5,13
708,Anufo,10.08333333,0.25,20
709,Arosi,-10.25,161.33333330000002,35
710,Bajau (West Coast),6.333333333,116.33333329999999,22
711,Baka (in South Sudan),4.833333333,29.25,16
712,Bali-Vitu,-4.9,149.1166667,28
713,Bikol,13.33333333,123.5,9
714,Bunu (Younuo),24.0,107.0,18
715,Chin (Siyin),23.83333333,94.0,10
716,Cèmuhî,-20.83333333,165.16666669999998,23
717,Duka,11.16666667,5.083333333,20
718,Duna,-5.5,142.5,10
719,Engenni,5.166666667,6.3833333329999995,28
720,Goemai,8.666666667000001,9.75,22
721,Gokana,4.583333333,7.333333333,28
722,Gula (in Central African Republic),9.5,22.5,19
723,Hmar,24.16666667,93.0,11
724,Hoava,-8.083333332999999,157.5,22
725,I'saka,-2.833333333,141.2833333,11
726,Jukun,6.916666667,10.41666667,24
727,Karó (Arára),-10.33333333,-62.0,8
728,Kimaghama,-8.0,138.5,12
729,Kirma,10.25,-4.833333333,25
730,Kokota,-8.0,159.1333333,21
731,Kombio,-3.5,142.75,28
732,Kosraean,5.3,163.0,36
733,Kuuk Thaayorre,-14.58333333,141.83333330000002,15
734,Lalo,25.0,100.25,16
735,Lampung,-5.0,105.0,28
736,Lao,18.0,103.0,37
737,Linda,6.5,20.75,31
738,Longgu,-9.75,160.66666669999998,24
739,Lou,-2.383333333,147.31666669999998,17
740,Ma'di,3.25,31.5,17
741,Mae,-16.0,167.25,28
742,Makasae,-8.666666667000001,126.5,16
743,Mamanwa,9.416666667000001,125.5,19
744,Manggarai,-8.5,120.33333329999999,22
745,Mano,7.0,-9.0,15
746,Maru,23.5,98.5,13
747,Mauka,8.333333332999999,-7.5,18
748,Mekens,-12.5,-61.5,9
749,Minangkabau,-1.0,101.0,18
750,Mixtec (Ocotepec),17.16666667,-97.75,22
751,Mizo,23.16666667,92.83333333,15
752,Mon,14.83333333,100.5,35
753,Mupun,9.5,8.833333332999999,33
754,Mussau,-1.45,149.6166667,31
755,Naga (Zeme),25.16666667,93.5,10
756,Ngad'a,-8.833333332999999,121.0,21
757,Nisgha,55.0,-130.0,18
758,Niuean,-19.05,-170.1166667,33
759,Nupe,9.166666667000001,5.416666667,28
760,Osage,37.0,-94.0,8
761,Poko-Rawo,-2.833333333,141.58333330000002,10
762,Puluwat,7.333333333,149.33333330000002,30
763,Rawang,27.5,97.5,19
764,Rotuman,-12.5,177.06666669999998,28
765,Sa'a,-9.616666667,161.45,8
766,Samoan,-13.91666667,-171.83333330000002,40
767,Sikkimese,27.83333333,88.5,12
768,Sisiqa,-7.0,156.83333330000002,31
769,Sonsorol-Tobi,5.333333333,132.25,19
770,Sundanese,-7.0,107.0,48
771,Tahitian,-17.66666667,-149.58333330000002,24
772,Teop,-5.666666667,155.0,23
773,Timugon,5.0,116.0,23
774,Tinrin,-21.66666667,165.75,40
775,Tolai,-4.25,152.08333330000002,31
776,Tongan,-21.16666667,-175.16666669999998,29
777,Ulithian,9.916666667000001,139.58333330000002,31
778,Urak Lawoi',8.0,98.33333333,35
779,Urat,-3.666666667,142.83333330000002,23
780,Woleaian,7.333333333,143.83333330000002,36
781,Xârâcùù,-21.66666667,166.0,24
782,Zhuang (Northern),24.0,108.0,17
783,Agta (Central),17.96666667,121.83333329999999,14
784,Alyawarra,-22.5,135.0,12
785,Apalaí,0.0,-54.0,8
786,Arabic (Syrian),34.0,38.0,22
787,Assamese,26.0,93.0,10
788,Balinese,-8.333333332999999,115.25,5
789,Biloxi,30.5,-88.66666667,10
790,Bislama,-16.0,168.0,1
791,Bole,11.33333333,11.25,2
792,Bulu,3.0,11.0,6
793,Chaha,8.112935,37.93267,10
794,Chemakum,48.08333333,-122.91666670000001,1
795,Choctaw,32.25,-88.5,11
796,Chol,17.75,-92.5,1
797,Chumash (Barbareño),34.5,-120.25,13
798,Chumash (Ineseño),34.66666667,-120.25,7
799,Chuukese,7.333333333,151.75,5
800,Coeur d'Alene,47.25,-116.5,6
801,Columbia-Wenatchi,47.5,-120.0,1
802,Comox,50.16666667,-125.0,8
803,Dagaare,10.5,-2.666666667,26
804,Dari,35.0,66.0,1
805,Dhimal,26.66666667,87.75,5
806,Djaru,-18.75,128.0,8
807,Djingili,-17.75,134.0,20
808,Fox,43.0,-83.0,1
809,Fulfulde (Adamawa),9.166666667000001,13.5,33
810,Gumbaynggir,-30.16666667,152.5,17
811,Halkomelem (Upriver),49.25,-121.91666670000001,12
812,Harari,9.25,42.16666667,1
813,Hiligaynon,10.25,123.0,14
814,Hualapai,35.5,-113.75,7
815,Huichol,22.0,-104.0,10
816,Ilocano,16.0,121.0,7
817,Itzaj,17.0,-89.83333333,4
818,Kalispel,48.0,-117.0,13
819,Kamaiurá,-12.08333333,-52.58333333,9
820,Kapampangan,15.33333333,120.5,16
821,Kikuyu,-0.75,36.75,25
822,Kolami,20.0,78.5,13
823,Kunjen,-16.5,142.5,1
824,Kuot,-3.05,151.5,24
825,Lacandón,17.0,-91.5,15
826,Lardil,-16.5,139.33333330000002,2
827,Lillooet,50.75,-122.0,11
828,Majang,6.75,35.0,17
829,Makassar,-5.416666667,119.58333329999999,1
830,Manam,-4.0,145.0,18
831,Mangap-Mbula,-5.666666667,148.08333330000002,19
832,Maninka (Western),13.0,-11.0,17
833,Mara,-15.0,135.16666669999998,9
834,Marquesan,-8.916666667000001,-140.08333330000002,22
835,Marshallese,7.1166666670000005,171.05,1
836,Menomini,45.5,-88.33333333,10
837,Mikasuki,32.0,-85.0,3
838,Miwok (Central Sierra),38.0,-120.33333329999999,1
839,Miya,10.91666667,9.666666667000001,29
840,Mokilese,6.666666667,159.75,47
841,Mooré,12.83333333,-1.25,15
842,Mosetén,-14.75,-67.83333333,21
843,Muher,8.166666667000001,38.16666667,1
844,Nahuatl (Central),19.0,-98.25,1
845,Nakanai,-5.583333333,150.58333330000002,33
846,Nande,-0.083333333,29.16666667,7
847,Nauruan,-0.5,166.91666669999998,5
848,Ndebele (in South Africa),-25.33333333,29.0,18
849,Ngalakan,-14.25,134.0,15
850,Ngankikurungkurr,-14.0,130.5,12
851,Nias,1.0,97.75,20
852,Nukuoro,3.833333333,154.91666669999998,1
853,Nyigina,-18.0,124.33333329999999,9
854,Ojibwa (Severn),53.0,-90.0,5
855,Okanagan,49.5,-118.5,1
856,Olo,-3.416666667,142.0,20
857,Paiute (Southern),37.83333333,-113.33333329999999,1
858,Pangasinan,15.91666667,120.33333329999999,15
859,Panjabi,31.0,74.0,26
860,Pingilapese,6.216666667,160.7,1
861,Pipil,13.83333333,-89.58333333,34
862,Quechua (Ayacucho),-14.0,-74.0,1
863,Rembarnga,-12.83333333,134.58333330000002,2
864,Ritharngu,-12.83333333,135.5,4
865,Rumsien,36.83333333,-121.75,7
866,Rundi,-3.5,30.0,5
867,Runyankore,-0.5,30.5,21
868,Sahaptin (Northern),46.5,-120.0,9
869,Salish (Straits),48.75,-123.25,1
870,Santali,24.5,87.0,10
871,Sawai,0.5,128.0,1
872,Sesotho,-28.0,27.0,26
873,Siraya,23.0,120.25,1
874,Siroi,-5.5,146.0,13
875,Siuslaw,44.0,-124.0,20
876,Spokane,47.66666667,-117.75,1
877,Swati,-26.5,31.0,10
878,Tamil,11.0,78.5,20
879,Thao,23.88333333,120.91666670000001,1
880,Thompson,49.75,-121.75,16
881,Tigrinya,14.5,38.5,5
882,Tiipay (Jamul),32.16666667,-116.5,16
883,Tillamook,45.33333333,-123.75,3
884,Tojolabal,16.33333333,-91.5,4
885,Turkmen,40.0,58.0,4
886,Twana,47.66666667,-122.75,1
887,Tzeltal,16.83333333,-92.25,2
888,Tzotzil,16.5,-92.66666667,15
889,Tübatulabal,36.0,-118.33333329999999,2
890,Uradhi,-11.91666667,142.41666669999998,22
891,Uyghur,40.0,80.0,6
892,Waray-Waray,12.0,125.0,1
893,Warekena,1.5,-67.5,23
894,Warlpiri,-20.0,132.3333333,11
895,Waskia,-4.5,146.0,21
896,Watjarri,-26.0,117.5,11
897,Xhosa,-32.0,27.0,20
898,Yawelmani,35.41666667,-119.0,17
899,Yindjibarndi,-21.75,117.91666670000001,20
900,Yir Yoront,-14.83333333,141.83333330000002,2
901,Yukulta,-17.33333333,138.83333330000002,19
902,Arabana,-28.25,136.25,17
903,Chimariko,41.0,-123.0,11
904,Erromangan,-18.83333333,169.16666669999998,29
905,Guugu Yimidhirr,-15.0,144.83333330000002,25
906,Hayu,27.25,86.0,14
907,Kambera,-9.833333332999999,120.16666670000001,24
908,Khakas,53.0,90.0,11
909,Khalaj,35.0,50.0,12
910,Mansi,62.0,62.0,17
911,Margany,-27.0,144.5,11
912,Palauan,7.5,134.58333330000002,38
913,Pileni,-10.21666667,166.2166667,4
914,Pomo (Central),39.0,-123.33333329999999,7
915,Sahaptin (Umatilla),45.66666667,-118.5,5
916,Sawu,-11.5,121.91666670000001,16
917,Tuvaluan,-8.5,179.16666669999998,29
918,Tümpisa Shoshone,37.0,-117.0,14
919,Uzbek,39.0,66.0,16
920,Yulparija,-21.0,124.0,3
921,Abui,-8.25,124.66666670000001,8
922,Agta (Dupaningan),18.0,122.08333329999999,10
923,Apatani,27.5,93.75,8
924,Arop-Lokep,-5.3833333329999995,147.05,18
925,Avikam,5.166666667,-5.5,8
926,Bagiro,4.333333333,20.58333333,15
927,Banoni,-6.416666667,155.25,21
928,Bilua,-7.75,156.66666669999998,9
929,Canamarí,-6.5,-68.5,9
930,Chin (Mara),23.0,93.16666667,10
931,Chácobo,-12.16666667,-66.75,7
932,Darma,30.0,79.75,8
933,Day,8.75,17.83333333,13
934,Dulong,28.0,98.33333333,7
935,Fongbe,6.416666667,2.166666667,26
936,Gela,-9.083333332999999,160.25,21
937,Giziga,10.33333333,14.16666667,7
938,Golin,-6.333333333,144.75,6
939,Gurung,28.33333333,84.33333333,10
940,Kairiru,-3.333333333,143.58333330000002,12
941,Kana,4.75,7.416666667,35
942,Kresh,8.5,24.5,19
943,Kyaka,-5.55,144.08333330000002,6
944,Lamen,-16.58333333,168.16666669999998,12
945,Lewo,-16.75,168.33333330000002,20
946,Mada (in Cameroon),10.83333333,14.16666667,11
947,Maithili,26.0,86.0,15
948,Manobo (Western Bukidnon),7.666666667,124.75,16
949,Mikir,26.33333333,93.5,6
950,Mixe (Coatlán),16.91666667,-95.66666667,12
951,Mixtec (Peñoles),17.08333333,-96.91666667,22
952,Mixtec (Yosondúa),16.91666667,-97.58333333,17
953,Mofu-Gudur,10.5,14.0,15
954,Mufian,-3.5,143.0,19
955,Mwotlap,-13.58333333,167.58333330000002,16
956,Nalik,-2.95,151.33333330000002,23
957,Niuafo'ou,-15.56666667,-175.6166667,18
958,Port Sandwich,-16.5,167.75,19
959,Raga,-15.5,168.16666669999998,15
960,Samba Leko,8.5,12.5,13
961,Shabo,7.583333333,35.41666667,7
962,Sipakapense,15.25,-91.75,18
963,Southeast Ambrym,-16.3,168.2166667,11
964,Takia,-4.666666667,146.0,13
965,Tboli,6.166666667,124.5,20
966,Tetun Dili,-8.583333332999999,125.58333329999999,13
967,Tibetan (Modern Literary),29.83333333,91.5,7
968,Tondano,1.25,125.0,21
969,Tugun,-7.716666667,126.75,11
970,Tungak,-2.55,150.25,15
971,Tzutujil,14.66666667,-91.33333333,36
972,Uldeme,10.95,14.11666667,22
973,Ura,-18.66666667,169.08333330000002,8
974,Vinmavis,-16.16666667,167.41666669999998,18
975,Wambule,29.25,85.91666667,7
976,Wolio,-5.5,122.75,18
977,Zapotec (Isthmus),16.416667,-95.0,22
978,Baka (in Cameroon),2.583333333,13.58333333,16
979,Baré,1.0,-67.0,20
980,Bozo (Tigemaxo),15.0,-4.0,4
981,Brokskat,35.33333333,76.5,3
982,Chantyal,28.58333333,83.41666667,11
983,Djabugay,-16.75,145.58333330000002,8
984,Hdi,11.86666667,13.71666667,15
985,Lamang,11.25,13.58333333,17
986,Maipure,5.5,-67.5,11
987,Mam,15.0,-91.83333333,24
988,Nar-Phu,28.66666667,84.25,7
989,Nhanda,-27.0,114.16666670000001,9
990,Olutec,17.95,-95.0,1
991,Oriya,21.0,85.0,8
992,Qiang,32.0,102.66666670000001,8
993,Takelma,42.5,-123.0,17
994,Tauya,-5.75,145.33333330000002,26
995,Teribe,9.333333332999999,-82.66666667,18
996,Yawuru,-18.0,122.5,7
997,Dargwa,42.25,47.41666667,7
998,Kalmyk,44.0,83.0,8
999,Retuarã,-0.5,-70.66666667,11
1000,Baniwa,2.666666667,-66.83333333,1
1001,Dutch,52.5,6.0,27
1002,Estonian,59.0,26.0,25
1003,Italian,43.0,12.0,38
1004,Palikur,3.0,-51.0,16
1005,Portuguese,39.0,-8.0,31
1006,Adioukrou,5.416666667,-4.583333333,19
1007,Ambai,-1.8333333330000001,136.5,20
1008,Arawak,5.5,-55.16666667,10
1009,Awtuw,-3.583333333,142.0,24
1010,Babungo,6.1166666670000005,10.41666667,27
1011,Barupu,-3.083333333,142.08333330000002,14
1012,Baure,-13.08333333,-64.16666667,15
1013,Berber (Rif),34.5,-4.0,28
1014,Beria,16.0,23.0,7
1015,Biak,-1.0,136.0,21
1016,Bimoba,10.5,0.0,16
1017,Budu,2.0,28.0,12
1018,Chontal Maya,18.16666667,-92.58333333,23
1019,Coptic,26.0,32.0,27
1020,Cora,22.16666667,-104.83333329999999,10
1021,Cornish,50.33333333,-5.0,24
1022,Degema,4.75,6.75,13
1023,Dime,6.166666667,36.25,5
1024,Donno So,14.33333333,-3.583333333,7
1025,Folopa,-7.0,144.5,3
1026,Frisian,53.0,5.0,6
1027,Gaelic (Scots),57.0,-4.0,26
1028,Gumawana,-9.25,150.83333330000002,14
1029,Gunin,-14.25,126.66666670000001,5
1030,Izi,6.333333333,8.0,23
1031,Jamsay,14.41666667,-2.5,9
1032,Kamba,-1.5,38.0,14
1033,Kele,-2.083333333,147.08333330000002,20
1034,Kenga,12.0,18.0,14
1035,Leggbó,6.0,8.0,10
1036,Lotha,26.5,94.25,8
1037,Macedonian,41.66666667,21.75,21
1038,Matuumbi,-8.5,39.0,10
1039,Mbili,6.1166666670000005,10.2,16
1040,Meyah,-1.166666667,133.5,21
1041,Mian,-4.75,141.5,9
1042,Mising,28.5,94.83333333,5
1043,Moru,4.75,29.75,17
1044,Motu,-9.333333332999999,147.0,15
1045,Neyo,5.0,-6.0,8
1046,Ngäbere,8.666666667000001,-82.0,22
1047,Nkonya,7.166666667,0.25,19
1048,Nyulnyul,-17.0,122.83333329999999,9
1049,Ogbronuagum,4.75,6.8666666670000005,22
1050,Piro,-11.0,-73.5,8
1051,Romani (Welsh),52.0,-4.0,12
1052,Ron,9.0,8.75,15
1053,Roviana,-8.25,157.33333330000002,17
1054,Runga,10.33333333,21.0,9
1055,Saliba (in Papua New Guinea),-10.58333333,150.7166667,16
1056,Seri,29.0,-112.0,10
1057,Siar,-4.666666667,152.91666669999998,23
1058,Tariana,1.0,-69.16666667,7
1059,Tawala,-10.33333333,150.66666669999998,15
1060,Tepehua (Huehuetla),20.5,-98.0,20
1061,Tepehua (Tlachichilco),20.58333333,-98.25,18
1062,Tokelauan,-9.0,-172.0,15
1063,Totonac (Xicotepec de Juárez),20.41666667,-97.83333333,18
1064,Tsogo,-1.5,11.33333333,8
1065,Tubu,16.0,15.0,16
1066,Warrwa,-17.5,123.5,2
1067,Welsh,52.0,-3.0,32
1068,Zarma,13.83333333,2.166666667,9
1069,Zayse,5.916666667,37.33333333,4
1070,Zoque (Chimalapa),16.75,-94.75,12
1071,Afrikaans,-31.0,22.0,5
1072,Arabic (Gulf),26.0,49.0,33
1073,Bade,12.83333333,10.5,1
1074,Berber (Figuig),32.5,-1.5,19
1075,Byansi,30.16666667,80.5,11
1076,Czech,50.0,15.0,23
1077,Inuktitut (Rankin Inlet),63.0,-92.0,1
1078,Karanga,-20.0,31.0,1
1079,Kokborok,24.33333333,92.5,7
1080,Kwami,10.41666667,11.0,4
1081,Macushi,4.0,-60.0,20
1082,Malayalam,10.0,76.5,22
1083,Maltese,35.91666667,14.41666667,10
1084,Marathi,19.0,76.0,17
1085,Mojave,34.66666667,-114.58333329999999,2
1086,Nubian (Kunuz),23.0,33.0,7
1087,So,2.583333333,34.75,26
1088,Swedish,60.0,15.0,29
1089,Turkana,3.0,35.5,29
1090,Tuscarora,36.0,-77.5,12
1091,Urdu,25.0,67.0,13
1092,Ute,39.0,-109.0,10
1093,Warrgamay,-18.58333333,146.08333330000002,9
1094,Wolaytta,6.833333333,37.75,9
1095,Yankuntjatjara,-27.0,132.0,2
1096,Athpare,27.0,87.33333333,7
1097,Anejom,-20.2,169.8,23
1098,Barai,-9.333333332999999,148.08333330000002,20
1099,Bari,5.0,31.66666667,39
1100,Broken,-10.16666667,143.0,6
1101,Candoshi,-4.166666667,-77.0,5
1102,Capanahua,-7.0,-74.0,3
1103,Cavineña,-13.33333333,-66.5,7
1104,Chepang,27.66666667,84.75,8
1105,Crimean Tatar,45.0,34.08333333,4
1106,Hua,-6.333333333,145.33333330000002,12
1107,Iquito,-3.25,-74.0,17
1108,Karitiâna,-9.5,-64.0,3
1109,Katla,11.83333333,29.33333333,19
1110,Koh (Lakka),8.0,15.5,6
1111,Konjo,-5.466666667,120.33333329999999,2
1112,Kukú,5.833333333,31.66666667,10
1113,Kwaza,-12.58333333,-60.66666667,12
1114,Larike,-3.75,127.91666670000001,2
1115,Maisin,-9.5,149.16666669999998,9
1116,Masalit,13.33333333,22.0,12
1117,Mauritian Creole,-20.33333333,57.5,6
1118,Mende,7.833333333,-11.5,17
1119,Mlabri (Minor),18.5,101.0,18
1120,Mono-Alu,-7.05,155.75,5
1121,Muna,-5.0,122.5,35
1122,Nadëb,-1.0,-66.5,11
1123,Ossetic,43.0,44.0,15
1124,Panyjima,-22.83333333,118.41666670000001,9
1125,Päri,5.0,32.5,15
1126,Remo,18.0,82.0,12
1127,Salinan,36.0,-121.0,20
1128,Saramaccan,4.5,-55.5,6
1129,Tepehuan (Northern),26.33333333,-107.0,15
1130,Tommo So,15.0,-3.0,7
1131,Trique (Copala),17.16666667,-97.91666667,25
1132,Uma,-1.8333333330000001,120.0,3
1133,Wambon,-5.5,140.41666669999998,8
1134,Zapotec (San Lucas Quiaviní),16.9,-96.46666667,1
1135,Altai (Southern),51.0,87.0,2
1136,Anguthimri,-12.33333333,141.83333330000002,6
1137,Atchin,-16.0,167.33333330000002,3
1138,Badimaya,-27.66666667,118.0,7
1139,Belorussian,54.0,28.0,12
1140,Bugis,-4.0,120.0,18
1141,Buriat,52.0,108.0,10
1142,Chocho,17.66666667,-97.41666667,1
1143,Creek,34.0,-85.0,1
1144,Gaagudju,-12.58333333,132.8333333,7
1145,Gagauz,46.33333333,28.66666667,1
1146,Gurr-goni,-12.25,134.41666669999998,4
1147,Icelandic,65.0,-17.0,31
1148,Jaminjung,-15.08333333,130.5,2
1149,Karachay-Balkar,43.5,42.0,7
1150,Karaim,54.66666667,24.91666667,2
1151,Karelian,64.0,32.0,1
1152,Kham,28.5,82.75,9
1153,Kodava,12.16666667,76.83333333,3
1154,Komi-Permyak,59.5,54.5,6
1155,Korku,22.5,78.5,9
1156,Kugu Nganhcara,-14.41666667,142.0,14
1157,Limilngan,-12.5,131.9166667,2
1158,Mari (Hill),57.0,58.0,1
1159,Marrithiyel,-13.83333333,130.0,9
1160,Micmac,45.0,-63.0,1
1161,Mordvin (Erzya),53.0,45.5,14
1162,Mordvin (Moksha),54.0,44.0,1
1163,Muruwari,-28.75,147.0,7
1164,Ndjébbana,-12.16666667,134.11666670000002,10
1165,Newar (Dolakha),27.33333333,86.0,9
1166,Ngandi,-13.83333333,135.0,6
1167,Paakantyi,-32.5,142.5,11
1168,Paiute (Northern),42.0,-118.0,14
1169,Pitta Pitta,-22.83333333,140.0,11
1170,Quechua (Huallaga),-9.5,-75.5,11
1171,Saami (Kildin),67.0,37.0,2
1172,Saami (Northern),69.0,24.0,16
1173,Serbian-Croatian,44.0,19.0,24
1174,Shor,53.0,88.0,2
1175,Shoshone,41.0,-114.0,4
1176,Tajik,38.66666667,70.0,16
1177,Tatar,56.0,49.5,8
1178,Tepehuan (Southeastern),23.0,-104.5,5
1179,Tsat,18.25,109.5,1
1180,Udmurt,57.5,52.5,11
1181,Ukrainian,49.0,33.0,34
1182,Upper Kuskokwim,63.0,-157.0,1
1183,Warndarang,-14.41666667,135.58333330000002,14
1184,Yingkarta,-25.16666667,114.83333329999999,16
1185,Yuwaalaraay,-29.5,148.0,11
1186,Bagvalal,42.58333333,46.16666667,2
1187,Danish,56.0,10.0,22
1188,Godoberi,42.66666667,46.08333333,11
1189,Gujarati,23.0,72.0,14
1190,Juang,21.33333333,86.0,1
1191,Soninke,15.0,-10.5,11
1192,Tsakhur,41.66666667,47.16666667,2
1193,Urhobo,5.583333333,6.0,1
1194,Bilin,15.75,38.5,5
1195,Burunge,-5.333333333,36.0,16
1196,Chinook (Lower),46.25,-123.5,16
1197,Gude,10.41666667,13.41666667,25
1198,Lele,9.083333332999999,15.58333333,24
1199,Ndonga,-18.0,17.0,22
1200,Popoloca (San Juan Atzingo),18.16666667,-96.41666667,5
1201,Sahu,1.166666667,127.5,26
1202,Sema,26.0,94.5,11
1203,Xokleng,-24.5,-50.0,8
1204,Frisian (Western),53.0,6.0,1
1205,Kinyarwanda,-2.0,30.0,21
1206,Otomí (Sierra),20.66666667,-98.83333333,2
1207,Achagua,4.416666667,-72.25,21
1208,Acholi,3.0,32.66666667,18
1209,Ajagbe,7.0,1.75,10
1210,Alune,-3.0,128.3333333,16
1211,Anggor,-3.75,141.16666669999998,8
1212,Anywa,8.0,33.5,16
1213,Arabic (Moroccan),34.0,-6.0,22
1214,Au,-3.583333333,142.08333330000002,18
1215,Bongo,7.5,28.5,17
1216,Buduma,13.5,14.5,21
1217,Carib (De'kwana),5.5,-65.0,7
1218,Chatino (Yaitepec),16.25,-97.25,19
1219,Crow,47.0,-108.0,7
1220,Gbaya (Southwest),4.7,14.96,10
1221,Gitksan,55.33333333,-127.75,7
1222,Haruai,-5.083333333,144.16666669999998,4
1223,Jino,22.0,101.0,5
1224,Kadazan,5.916666667,117.16666670000001,14
1225,Kalam,-5.25,144.58333330000002,6
1226,Kamasau,-3.916666667,143.66666669999998,8
1227,Kara (in Central African Republic),10.0,23.0,19
1228,Karankawa,28.0,-97.0,1
1229,Karen (Bwe),19.5,97.0,19
1230,Karimojong,3.0,34.16666667,20
1231,Katcha,10.83333333,29.66666667,17
1232,Koegu,7.0,36.08333333,18
1233,Konni,10.25,-1.5833333330000001,20
1234,Kuman,-5.916666667,145.0,5
1235,Lafofa,10.25,31.25,1
1236,Laragia,-12.66666667,130.8333333,8
1237,Lendu,2.0,30.5,9
1238,Lisu,26.0,98.0,14
1239,Logoti,3.5,30.0,12
1240,Maleu,-5.716666667,148.41666669999998,17
1241,Malgwa,11.5,13.75,18
1242,Manadonese,1.5,124.83333329999999,14
1243,Mangbetu,2.5,26.5,11
1244,Masakin,10.66666667,30.0,11
1245,Mehri,17.0,51.5,16
1246,Mina,10.33333333,13.83333333,21
1247,Mixtec (Jicaltepec),16.33333333,-98.0,17
1248,Mocoví,-28.0,-60.5,14
1249,Mondunga,2.25,21.5,18
1250,Mundang,9.666666667000001,14.5,23
1251,Musgu,10.83333333,14.91666667,21
1252,Nevome,31.0,-112.5,8
1253,Noon,14.83333333,-16.83333333,26
1254,Nuaulu,-3.25,129.1666667,21
1255,Nzakara,5.0,23.0,15
1256,Obolo,4.583333333,7.833333333,25
1257,Pa'a,11.0,9.25,17
1258,Pame,22.0,-99.5,7
1259,Paulohi,-3.25,128.75,24
1260,Pero,9.583333332999999,11.0,23
1261,Pilagá,-25.0,-60.0,16
1262,Pumi,28.0,101.0,6
1263,Rashad,11.83333333,31.05,8
1264,Rumu,-7.166666667,144.25,10
1265,Sarcee,52.5,-116.0,10
1266,Shatt,10.83333333,30.0,14
1267,Sila,12.33333333,21.75,9
1268,Simeulue,2.5,96.25,10
1269,Sio,-5.95,147.33333330000002,21
1270,Sobei,-1.9166666669999999,138.75,27
1271,Tamagario,-6.416666667,139.25,3
1272,Tanacross,63.5,-143.5,6
1273,Tima,11.66666667,29.25,7
1274,Tiriyo,3.25,-55.75,4
1275,Toba,-26.5,-59.0,10
1276,Tuareg (Ghat),25.0,10.16666667,13
1277,Tunen,4.75,10.66666667,16
1278,Tutelo,37.66666667,-78.75,4
1279,Urarina,-4.5,-75.5,4
1280,Walman,-3.2166666669999997,142.5,29
1281,Wogamusin,-4.25,142.33333330000002,2
1282,Xavánte,-15.0,-52.5,5
1283,Zapotec (Zoogocho),17.25,-96.25,16
1284,Cogui,11.0,-73.83333333,1
1285,Piaroa,5.0,-67.0,4
1286,Amis,23.33333333,121.33333329999999,6
1287,Arabic (Kormakiti),35.25,33.5,1
1288,Arabic (San'ani),16.0,44.0,1
1289,Begak-Ida'an,5.25,118.83333329999999,2
1290,Chontal (Huamelultec Oaxaca),16.0,-95.75,11
1291,Dutch (Brabantic),50.75,4.5,1
1292,Dutch (Limburg),51.0,5.5,1
1293,Dutch (Zeeuws),51.5,3.75,1
1294,Fula (Mauritanian),16.5,-13.75,1
1295,German (Bavarian),49.0,11.5,1
1296,German (Berlin),52.5,13.33333333,1
1297,German (Hannover),52.41666667,9.666666667000001,1
1298,German (Mansfeldisch),51.58333333,11.5,1
1299,German (Ripuarian),51.0,7.0,1
1300,German (Thuringian),51.0,11.0,1
1301,German (Upper Austrian),47.0,14.0,1
1302,German (Westphalian),52.0,7.5,1
1303,Hup,0.166666667,-69.25,6
1304,Italian (Turinese),45.0,7.666666667,1
1305,Lachi,22.66666667,104.83333329999999,2
1306,Loven,15.0,106.33333329999999,3
1307,Nelemwa,-20.25,164.08333330000002,6
1308,Nyelâyu,-20.33333333,164.33333330000002,2
1309,Salar,35.0,103.0,1
1310,Baniva,5.26,-67.56,1
1311,Boko,10.5,3.5,7
1312,Carrier,53.75,-123.5,1
1313,Cham (Eastern),11.33333333,108.5,9
1314,Hmong Daw,26.0,105.0,4
1315,Hyow,22.08333333,92.41666667,1
1316,Kalapuya,44.5,-123.0,1
1317,Kei,-5.833333333,132.9166667,3
1318,Keo,-8.833333332999999,121.25,1
1319,Ketapang,-1.8666666669999998,110.0,1
1320,Khumi,21.91666667,92.41666667,1
1321,Kualan,-0.41666666700000005,110.41666670000001,1
1322,Nivkh (South Sakhalin),47.0,142.5,3
1323,Semandang,-0.75,110.5,1
1324,Southern Toussian,11.0,-4.666666667,8
